id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
8756940617300868096,0,14102510,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,4794b52f,47d022c5,f07e20f8,4,3,15705,320,50,1722,0,35,,79
2496598748821819904,0,14103020,1010,1,85f751fd,c4e18dd6,50e219e0,c1d0d4fa,7801e8d9,0f2161f8,12998cc0,08b13dae,a1a7a957,4,0,23722,320,50,2716,3,47,-1,23
11108522668257824768,0,14102500,1010,1,85f751fd,c4e18dd6,50e219e0,a607e6a7,7801e8d9,0f2161f8,02238c91,6bd19e04,f07e20f8,4,0,21330,320,50,2454,0,161,-1,91
741995857287898752,0,14102621,1010,1,85f751fd,c4e18dd6,50e219e0,f3e66815,7801e8d9,4ce2e9fc,1244ccb6,4e0386fe,f07e20f8,4,0,18854,320,50,1882,3,35,-1,13
4239663259568594944,0,14102516,1010,1,85f751fd,,50e219e0,03a08c3f,7801e8d9,0f2161f8,91a019ac,34ded6b5,3bd9e8e7,4,2,15703,320,50,,0,35,-1,79
7597586251572537344,1,14102913,1010,1,85f751fd,c4e18dd6,50e219e0,f2f00701,7801e8d9,0f2161f8,ea979cf0,ebcbff3d,d4897fef,4,0,23725,320,50,2716,3,43,-1,23
3805888858910124544,0,14102101,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,f7523556,a6472ec2,7abbbd5c,4,0,21665,320,50,2493,3,35,-1,117
14479686052076007424,0,14102813,1010,1,85f751fd,c4e18dd6,50e219e0,826c565e,7801e8d9,0f2161f8,805f6104,14e64704,ee007ad3,4,0,15702,320,50,,0,35,-1,79
13112506064907655168,0,14102123,1010,1,85f751fd,c4e18dd6,50e219e0,93c9cf13,7801e8d9,0f2161f8,093d1f43,2024607e,f07e20f8,4,2,17875,320,50,2036,3,47,-1,156
17523430066242064384,0,14102907,1010,1,85f751fd,c4e18dd6,50e219e0,eba6b806,7801e8d9,0f2161f8,80e3a20a,5384ce58,b4d21d55,5,2,23725,320,50,2716,3,35,-1,23
2975673155843287040,0,14102713,1010,1,85f751fd,c4e18dd6,50e219e0,dca3178a,7801e8d9,0f2161f8,1b7bd415,693cdc74,09b4ab83,5,2,15699,320,50,1722,0,35,-1,79
6710459636852093952,0,14102514,1010,1,85f751fd,c4e18dd6,50e219e0,b5c25bd6,7801e8d9,0f2161f8,9241708c,9184cf1e,7cc54c90,4,2,18858,320,50,1882,3,35,-1,13
12112425568271308800,0,14102705,1010,1,85f751fd,c4e18dd6,50e219e0,495d447f,7801e8d9,0f2161f8,9ad14918,eaca9f27,f07e20f8,4,2,22672,320,50,2615,0,303,,70
9489896706205802496,0,14102213,1010,1,85f751fd,c4e18dd6,50e219e0,b7f64446,7801e8d9,0f2161f8,aea4facb,7a0180c3,42a5d6ce,4,0,21820,320,50,2441,0,169,100162,91
17517304374200643584,0,14102320,1010,1,85f751fd,c4e18dd6,50e219e0,d1e438f6,7801e8d9,,6f6c24eb,d996f037,a5fbe35d,4,0,20352,320,50,2333,0,39,-1,157
8805457409568096256,0,14102802,1010,1,85f751fd,c4e18dd6,50e219e0,364e323c,7801e8d9,cef3e649,58a92134,bdd9d842,36b67a2a,4,2,22920,320,50,2649,0,39,-1,204
5353639455970310144,0,14102921,1010,1,85f751fd,c4e18dd6,50e219e0,95190761,7801e8d9,,032eddb8,2d58eeaa,f07e20f8,4,2,23551,320,50,,0,163,-1,212
10260036600488669184,0,14102414,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,93224e04,d38f5e1c,d8337869,5,3,15699,320,50,,0,35,-1,79
4113390642857989120,1,14102218,1010,1,85f751fd,c4e18dd6,50e219e0,49227c50,7801e8d9,0f2161f8,6ca93abf,01eb6653,f07e20f8,4,2,17877,320,50,,3,47,-1,156
4801733251068138496,0,14102412,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,1930df77,b739b38f,f07e20f8,4,2,15701,320,50,,0,35,-1,79
823900896193310848,0,14103002,1010,1,85f751fd,c4e18dd6,50e219e0,6b656ab8,7801e8d9,4ce2e9fc,5226a792,09c1a4c3,34d5fa08,4,0,20071,320,50,2291,3,35,-1,43
2020204623927568896,0,14102211,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,c43aa85b,e54c1344,f07e20f8,4,3,15707,320,50,1722,0,35,-1,79
7654877911780790272,0,14102209,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,,39d17561,e60ed3c7,ef726eae,4,3,15702,320,50,1722,0,35,-1,79
5062918581265924096,0,14102315,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,ef88f996,aa73b853,dc780755,4,2,15708,320,50,1722,0,35,-1,79
6578305959209363456,0,14103015,1010,1,85f751fd,,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,c8d8abc0,d2c375dd,60a575ef,5,0,23640,320,50,2709,3,39,,23
10501821815941054464,0,14102908,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,dcd3f04e,3a6d116d,dc780755,4,0,20071,320,50,2291,3,35,100130,43
7398972203351895040,0,14102508,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,,87791f8a,313abd97,f07e20f8,4,3,15705,320,50,1722,0,35,100083,79
11883122287225094144,0,14102807,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,ccbbcba0,81e1fbde,d8337869,5,2,15701,320,50,1722,0,35,-1,79
1561688381125077504,0,14103022,1010,1,85f751fd,c4e18dd6,50e219e0,c7f29df3,7801e8d9,0f2161f8,a9f58ae1,e424b9f2,f07e20f8,4,0,22860,320,50,,3,35,-1,23
8685145999391669248,0,14102517,1010,1,85f751fd,c4e18dd6,50e219e0,495d447f,7801e8d9,0f2161f8,50029357,b38b48b4,f07e20f8,4,3,16011,320,50,1769,0,673,-1,101
8657335610541170688,0,14102717,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,e50d9bd9,391cb51a,04f5b394,4,0,15706,320,50,1722,0,35,-1,79
10300687770669910016,0,14102108,1010,1,85f751fd,c4e18dd6,50e219e0,8486dd4e,7801e8d9,0f2161f8,07f85de7,1cf4a167,9e6d3278,4,0,21664,320,50,2492,3,35,,43
2315519562729729536,0,14102314,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,593790c1,f3cf52dd,bf83adaa,4,2,15703,320,50,1722,0,35,-1,79
10452209945309745152,0,14102720,1010,1,85f751fd,c4e18dd6,50e219e0,c7f29df3,7801e8d9,0f2161f8,191768f6,fa36e1ff,b7e932e7,4,0,15708,320,50,1722,0,35,-1,79
6922593174319841280,0,14102708,1010,1,85f751fd,c4e18dd6,50e219e0,c7f29df3,7801e8d9,0f2161f8,b68dbd59,1d163c5b,60d83c2d,4,0,15699,320,50,1722,0,35,100083,79
8195754321986313216,0,14102511,1010,1,85f751fd,,50e219e0,c776ba2a,7801e8d9,0f2161f8,c636cd0a,7414884d,f07e20f8,4,0,22335,320,50,,0,1315,-1,110
13950963437062987776,0,14102703,1010,1,85f751fd,c4e18dd6,50e219e0,495d447f,7801e8d9,0f2161f8,cea9851f,59285b0e,17c39b97,4,2,22672,320,50,2615,0,303,100111,70
14534542253181261824,0,14102311,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,df72bb07,6ad8d0c8,f07e20f8,4,2,15705,320,50,1722,0,35,-1,79
17219479515566354432,0,14102511,1010,1,85f751fd,c4e18dd6,50e219e0,c776ba2a,7801e8d9,0f2161f8,87d5468d,2916f287,3bd9e8e7,4,0,22335,320,50,2578,0,1315,-1,110
12465809970026731520,0,14102322,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,,0a7971ab,122f3ea1,9f8d0424,4,3,15705,320,50,1722,0,35,-1,79
14261458328837126144,0,14102923,1010,1,85f751fd,c4e18dd6,50e219e0,2e402503,7801e8d9,0f2161f8,3757f8e8,b0202704,5d7f83d0,4,0,23819,320,50,2728,0,290,,42
15136525342944376832,0,14102418,1010,1,85f751fd,c4e18dd6,50e219e0,0c632852,7801e8d9,0f2161f8,85f527ab,749a3942,2b127119,5,0,22414,728,90,2583,0,171,100094,108
1780441237588102912,0,14102413,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,978aa3c3,9e0cad6d,a5a2318d,4,3,21311,320,50,2449,0,171,100241,91
7082702400182923264,0,14102918,1010,1,85f751fd,c4e18dd6,50e219e0,49227c50,7801e8d9,0f2161f8,0ce6822a,ca2c18b4,0bbd5ecd,4,2,23816,320,50,2728,0,290,-1,42
17761254858202296320,0,14102908,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,a4bb8c26,6b9769f2,3bd9e8e7,4,0,15701,320,50,1722,0,35,-1,79
10192355229769242624,0,14102511,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,0771b1c4,dc242a85,eaee5fc3,4,2,15705,320,50,1722,0,35,-1,79
13737671691252738048,0,14102119,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,5d2f19cf,11828dc2,f07e20f8,4,0,21790,320,50,2513,3,35,-1,68
8259899155417963520,0,14102612,1010,1,85f751fd,c4e18dd6,50e219e0,04f2be5f,7801e8d9,0f2161f8,84d092c8,462db5e2,61761ee1,4,3,21329,320,50,2454,0,161,-1,91
17346198360512802816,0,14102120,1010,1,85f751fd,c4e18dd6,50e219e0,f7dd00ec,7801e8d9,0f2161f8,38821203,54c818d0,ecb851b2,4,0,21790,320,50,2513,3,35,-1,68
7917210840207186944,0,14102322,1010,1,85f751fd,c4e18dd6,50e219e0,0977ff24,7801e8d9,0f2161f8,49cf717c,bbf44fc3,9dcb1cd1,4,0,17875,320,50,2036,3,47,-1,156
17871460158301161472,1,14102118,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,a1f3fab8,bf1406ee,158e4944,4,0,21790,320,50,2513,3,35,,68
10426565285389742080,0,14102810,1010,1,85f751fd,c4e18dd6,50e219e0,615ee83a,7801e8d9,0f2161f8,4812f5ae,6b729dd8,de6c67f6,4,0,15702,320,50,1722,0,35,-1,79
16524778609938479104,0,14102823,1010,1,85f751fd,c4e18dd6,50e219e0,254449ee,7801e8d9,0f2161f8,6c732cea,12f50a8a,36b67a2a,4,0,20476,320,50,2348,3,427,100003,61
600889253228659200,0,14102114,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,b92a2bac,0796e98a,958eb7b8,4,0,21790,320,50,2513,3,35,-1,68
2031486078031710208,0,14102515,1010,1,85f751fd,c4e18dd6,50e219e0,60358c53,7801e8d9,0f2161f8,00437681,e367baeb,f07e20f8,4,0,17877,320,50,,3,47,100072,156
5608905195454497792,0,14102920,1010,1,85f751fd,c4e18dd6,50e219e0,2e402503,7801e8d9,0f2161f8,7a56ee46,b0202704,2278f71c,4,0,23825,320,50,2728,0,290,-1,42
17762060721512683520,0,14102609,1010,1,85f751fd,c4e18dd6,50e219e0,6fef5db2,7801e8d9,0f2161f8,d61a45e8,dc2fd4b1,36b67a2a,4,3,20476,320,50,,3,427,100003,61
16669413930395598848,0,14102119,1010,1,85f751fd,,50e219e0,495d447f,7801e8d9,0f2161f8,457ee530,bf4663e0,f07e20f8,4,3,21747,320,50,2504,3,41,100162,111
13443358906502420480,0,14102100,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,6e6dc2e1,419343bd,5096d134,4,0,21665,320,50,2493,3,35,-1,117
14286815853296463872,0,14102509,1010,1,85f751fd,c4e18dd6,50e219e0,19e6e972,7801e8d9,cef3e649,88ec7313,77fc8ec7,3bd9e8e7,4,2,18403,320,50,2101,2,39,100188,23
3684811605688347136,0,14103004,1010,1,85f751fd,c4e18dd6,50e219e0,04f2be5f,7801e8d9,0f2161f8,7777a58d,75bb1b58,bf83adaa,4,3,23551,320,50,2698,0,163,-1,212
11647309752313745408,0,14102802,1010,1,85f751fd,c4e18dd6,50e219e0,b99da644,7801e8d9,0f2161f8,2284530f,f27233e3,2b127119,5,2,22919,728,90,2649,0,39,100194,204
16506858352130879488,0,14102809,1010,1,85f751fd,c4e18dd6,50e219e0,04f2be5f,7801e8d9,0f2161f8,62a7bffe,da736954,f07e20f8,4,3,22685,320,50,2619,1,163,100055,71
14957095989659553792,0,14102510,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,,82ff9952,2bc4b1b5,f07e20f8,4,2,15707,320,50,1722,0,35,,79
10106172540030564352,0,14102213,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,05553c16,67e1d2eb,b1efe748,4,3,15708,320,50,1722,0,35,100084,79
4978563040940739584,0,14102614,1010,1,85f751fd,c4e18dd6,50e219e0,0e718ad5,7801e8d9,0f2161f8,0cf44ac5,9676c1d3,bd0ed1d6,4,0,12469,320,50,1272,3,303,-1,15
16040874404146739200,0,14102507,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,bb0d715f,86367725,16954458,4,3,15704,320,50,1722,0,35,100084,79
15209585192453615616,1,14102913,1010,1,85f751fd,c4e18dd6,50e219e0,8b57a39e,7801e8d9,0f2161f8,fc2c764d,b9176108,ef726eae,4,0,16011,320,50,1769,0,673,100228,101
1670863462945631488,0,14102915,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,c2ec9891,3503da33,2d81c3ad,5,0,23552,320,50,2699,0,163,-1,212
2964167693220483072,0,14102813,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,39d6d784,d2e16ec2,f07e20f8,4,0,15701,320,50,1722,0,35,-1,79
1003499845932224768,0,14102522,1010,1,85f751fd,c4e18dd6,50e219e0,44ee0091,7801e8d9,0f2161f8,431de034,51509d6d,9f8d0424,4,2,17877,320,50,2036,3,47,-1,156
10645749011883651072,0,14102604,1010,1,85f751fd,,50e219e0,04f2be5f,7801e8d9,0f2161f8,3bb4885c,af7620de,f07e20f8,5,3,22551,320,50,2602,0,163,-1,182
2410141356107410432,0,14102307,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,bf9a0313,15468e14,f07e20f8,4,0,21311,320,50,2449,0,171,100241,91
16221059223502397440,0,14102109,1010,1,85f751fd,c4e18dd6,50e219e0,04f2be5f,7801e8d9,0f2161f8,9ff53e17,d24534c8,a5a2318d,4,3,21751,320,50,2505,0,161,100176,17
8913321504643380224,0,14102808,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,7a59c019,fe630f98,f07e20f8,4,0,23143,320,50,2665,0,34,-1,221
15727982557067917312,1,14102519,1010,7,85f751fd,c4e18dd6,50e219e0,941f1635,7801e8d9,0f2161f8,5b31f98c,d255cfb6,f07e20f8,4,2,21791,320,480,2513,3,1059,-1,68
11019257807881777152,0,14102117,1010,1,85f751fd,c4e18dd6,50e219e0,0639409a,7801e8d9,cef3e649,c6a1a044,6fdba1ee,3bd9e8e7,4,3,12477,320,50,1272,3,303,-1,15
447264853126382272,0,14102203,1010,1,85f751fd,c4e18dd6,50e219e0,a607e6a7,7801e8d9,0f2161f8,d297d492,d89a0b79,f07e20f8,4,0,21790,320,50,2513,3,35,100048,68
6189890750872311808,0,14102712,1010,7,85f751fd,c4e18dd6,50e219e0,75076517,7801e8d9,0f2161f8,efddd608,0249f1e6,7abbbd5c,4,2,22611,320,480,2611,3,1059,100075,110
9030193143575290880,0,14102805,1010,1,85f751fd,c4e18dd6,50e219e0,c776ba2a,7801e8d9,,1600903c,7c96d945,f07e20f8,4,0,21330,320,50,2454,0,161,,91
11641411696351944,1,14102815,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,5611405a,9b6144d0,ad0177e7,4,3,15708,320,50,1722,0,35,100084,79
6973468238377561088,0,14102116,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,3d41fa7f,267200a6,4177ad59,4,0,21790,320,50,2513,3,35,-1,68
15938931716412530688,0,14102619,1010,1,85f751fd,c4e18dd6,50e219e0,04f2be5f,7801e8d9,0f2161f8,06783566,c16004f0,5096d134,4,3,21328,320,50,2454,0,161,-1,91
3693120182544100864,0,14102417,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,50548103,44ec6108,f07e20f8,4,3,15705,320,50,1722,0,35,-1,79
218775944947659488,0,14102411,1010,1,85f751fd,c4e18dd6,50e219e0,04f2be5f,7801e8d9,0f2161f8,5b7e51f4,4b918b4a,c9e27f06,4,3,21204,320,50,2428,0,163,-1,91
5621030021077859328,0,14102722,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,,e64887b2,8800c7a9,f07e20f8,4,3,15706,320,50,1722,0,35,100083,79
7480420496469282816,0,14102505,1010,1,85f751fd,c4e18dd6,50e219e0,c20f0b8c,7801e8d9,0f2161f8,d0f102ee,da122d7b,3bd9e8e7,4,0,22490,320,50,,2,35,100077,93
3341852728730872320,0,14102809,1010,1,85f751fd,c4e18dd6,50e219e0,2e402503,7801e8d9,0f2161f8,ade4a286,0af20b8c,908d96b8,4,0,18987,320,50,2158,3,291,-1,61
13825160811795953664,0,14102501,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,4a8627fc,33ff2ae3,a0f5f879,4,3,20751,320,50,1895,0,681,100028,101
3163452458877327872,1,14102200,1010,1,85f751fd,c4e18dd6,50e219e0,9ae85c23,7801e8d9,0f2161f8,386ce1c6,4ce16963,3bd9e8e7,4,2,21790,320,50,2513,3,35,-1,68
6863207806691113984,0,14102215,1010,1,85f751fd,,50e219e0,03a08c3f,7801e8d9,,2cb994d4,5219300a,f07e20f8,4,3,15706,320,50,1722,0,35,100083,79
3115891831691077120,0,14102519,1010,1,85f751fd,c4e18dd6,50e219e0,8b57a39e,7801e8d9,0f2161f8,b6ae32ff,a9715b6f,73b4563d,5,0,22414,728,90,2583,0,171,100094,108
14349124302722619392,0,14102919,1010,1,85f751fd,,50e219e0,42dcacf7,7801e8d9,cef3e649,19b9abf1,601181d3,f07e20f8,4,3,21328,320,50,,3,161,,91
13089410426874374144,0,14102817,1010,1,85f751fd,c4e18dd6,50e219e0,95190761,7801e8d9,,925aa295,e6c5468a,f07e20f8,4,3,20751,320,50,1895,0,681,100028,101
1411865713552140288,1,14102607,1010,1,85f751fd,,50e219e0,356ad151,7801e8d9,0f2161f8,46474275,2b5011f1,f07e20f8,4,2,18858,320,50,1882,3,35,-1,13
1981848351455555584,1,14102202,1010,1,85f751fd,c4e18dd6,50e219e0,b7f64446,7801e8d9,0f2161f8,cd974dcf,3ae0c8b4,30b056c0,4,0,12004,320,50,1248,2,39,-1,13
5966971956684637184,0,14102913,1010,1,85f751fd,c4e18dd6,50e219e0,04f2be5f,7801e8d9,0f2161f8,0ace364f,ddd2926e,2d81c3ad,5,3,23551,320,50,2698,0,163,-1,212
1175523221658618368,1,14102312,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,f27e22fd,cf5d6d09,be74e6fe,4,2,15705,320,50,1722,0,35,-1,79
13208617309703862272,0,14102716,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,a18a67b0,949d9b37,ee007ad3,4,0,15701,320,50,1722,0,35,,79
14295983499428765696,0,14102406,1010,1,85f751fd,c4e18dd6,50e219e0,3fc1c0a3,7801e8d9,0f2161f8,dde80010,95bbcd58,be74e6fe,4,3,21675,320,50,2495,2,167,-1,23
1294508826926715904,0,14102918,1010,1,85f751fd,c4e18dd6,50e219e0,8c0dcd5a,7801e8d9,0f2161f8,f7d50728,1ec041de,380f240a,4,0,23821,320,50,2728,0,290,-1,42
12044520655147057152,0,14103005,1010,1,85f751fd,c4e18dd6,50e219e0,f1cd0776,7801e8d9,0f2161f8,6b770d0d,2e93a860,f07e20f8,4,0,23551,320,50,2698,0,163,100083,212
10915132243407585280,0,14102916,1010,1,85f751fd,c4e18dd6,50e219e0,ffc6ffd0,7801e8d9,0f2161f8,2d01f812,6e5d030c,f07e20f8,4,0,23821,320,50,2728,0,290,-1,42
12279222071221579776,0,14102314,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,42c27ff7,ac3f126b,f07e20f8,4,2,15707,320,50,1722,0,35,-1,79
4772065811488402432,0,14102104,1008,5,85f751fd,c4e18dd6,50e219e0,bb3a1c23,7801e8d9,0bfbc358,16ce753d,aa181fed,cf19f7f7,1,0,20476,320,50,2348,3,427,,61
15111374808873842688,0,14102409,1007,0,85f751fd,,50e219e0,0c07e61f,9ecca2dd,0f2161f8,1cdbdd83,fdf68816,63c63c66,1,0,17875,320,50,2036,3,47,100148,156
1587157096762082048,0,14102114,1007,0,85f751fd,c4e18dd6,50e219e0,dd1f7fd3,cb36afb8,8ded1f7a,e2ac08a6,1761f826,eb95de68,1,5,20476,320,50,2348,3,427,100004,61
14319129587201157120,0,14102700,1007,0,85f751fd,c4e18dd6,50e219e0,b0f589ec,27ee373d,0f2161f8,47b63de4,a76e329f,a586837b,1,5,20153,320,50,2307,3,163,100020,61
2498985499007963648,0,14102317,1007,0,85f751fd,c4e18dd6,50e219e0,93974dc1,18eb4e75,0f2161f8,992ed516,f8f15373,bf065d42,1,2,20153,320,50,2307,3,163,100020,61
12567909060998785024,0,14102110,1007,0,85f751fd,c4e18dd6,50e219e0,dd1f7fd3,cb36afb8,8ded1f7a,9255fb96,b808d684,b75a71ad,1,5,20476,320,50,2348,3,427,100003,61
14728391104256116736,0,14102319,1007,0,85f751fd,c4e18dd6,50e219e0,c6be4b67,db829551,a3c42688,bb32a267,95cafe5e,eb95de68,1,5,16685,320,50,1092,3,811,,61
14884107282052227072,0,14102302,1007,0,85f751fd,c4e18dd6,50e219e0,93974dc1,18eb4e75,0f2161f8,c96eb384,aa9873bd,5d75c1bf,1,0,17875,320,50,,3,47,-1,156
9470850078426689536,0,14103015,1007,0,85f751fd,c4e18dd6,50e219e0,a49049d7,15c23f8e,a3c42688,62aa46ff,81ab3154,4483b9ab,1,2,24034,320,50,2754,0,35,-1,246
8933091668084637696,0,14102906,1007,0,85f751fd,c4e18dd6,50e219e0,b24c9aae,43cf4f06,8ded1f7a,42da5ff0,9016f936,1cfe9619,1,2,20476,320,50,2348,3,427,,61
12553698185101506560,0,14102217,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,9a8534aa,dd30dbd2,1,0,21878,320,50,2526,0,35,100077,221
7605914018684989440,0,14103013,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,c60d290f,779d90c2,1,0,23729,320,50,2717,2,47,-1,23
16055044871538071552,0,14102816,1005,0,5bcf81a2,,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5614ae43,1b13b020,1,0,23438,320,50,2684,2,1319,100111,52
12775967078883387392,0,14102610,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,,a99f214a,bca8f26d,be74e6fe,1,0,15704,320,50,1722,0,35,-1,79
